Scene,Scene ID,H_00,H_01,H_02,H_10,H_11,H_12,H_20,H_21,H_22
Harbour3,DSC_2104.NEF,0.7394686330894442,-0.0724907843070544,422.40111787108253,-0.03745445274327546,0.732803396438076,493.7420253120796,-2.0421303452348434e-05,-2.16185621135397e-05,1.0
Harbour3,DSC_2105.NEF,0.792629702954783,-0.2862203415515417,960.6643646790251,-0.04042752701109097,0.7807253998074203,571.327355522726,-2.025662710648256e-05,1.2723159329446685e-05,1.0
Harbour3,DSC_2106.NEF,0.927335591503352,0.10914848908246517,-57.5183549657692,-0.002645091869394009,1.0050876050323827,179.78359246150788,-7.304476052618638e-06,3.9842176014189405e-05,1.0
Harbour3,DSC_2107.NEF,0.8250971084788117,-0.004910873601994822,236.14923906081324,-0.021984252126032257,0.8448083379312519,376.3717248680122,-1.2660103743210598e-05,3.711013876033292e-06,1.0
Harbour3,DSC_2108.NEF,0.8681523733839284,0.05071390869936747,102.76272237289797,-0.01370280654864469,0.9252571282864059,269.530449198447,-1.1567905567185347e-05,2.1787162082616825e-05,1.0
Harbour3,DSC_2109.NEF,0.9253753558967666,0.1149104587380594,-105.35918421603539,-0.011062192875922916,0.991405629138921,200.76961983730214,-1.2448014760215878e-05,4.080238162936167e-05,1.0
Harbour3,DSC_2110.NEF,1.063812226822293,0.42687535104255575,-652.8968831772987,-0.03839019395247432,1.3538436883438045,-68.4067211432028,-2.1130356961101936e-05,0.0001426202590672604,1.0
Harbour3,DSC_2111.NEF,0.6662308370856372,-0.12000752335608438,597.2099742160622,-0.0493093970042922,0.6527813817704397,580.4908161396555,-2.752882681578641e-05,-3.6578362063319695e-05,1.0
Harbour3,DSC_2112.NEF,0.8665586658321568,0.0838866150916771,54.32710959873792,-0.027634838890959756,0.9454870325433217,282.1084867195434,-1.576938755065045e-05,3.0279280025213865e-05,1.0
Harbour3,DSC_2113.NEF,0.8530832671400548,0.06819635477758497,87.91366235591849,-0.0263512752021057,0.9192736565701154,301.26015104087855,-1.649548614202105e-05,2.4613377794253726e-05,1.0
Harbour3,DSC_2114.NEF,1.127087230061418,0.3650399412977303,-653.2521309315596,0.01174573830048391,1.3504631527926587,-168.6978029646864,-1.886109406334575e-06,0.00012491176780369384,1.0
Harbour3,DSC_2115.NEF,0.8805431227136495,0.1451854409747295,-52.061872416559964,-0.036341383867576724,1.0003974513139025,244.88956133690252,-2.0640212018375423e-05,4.8696631288765345e-05,1.0
Harbour3,DSC_2116.NEF,0.8091533466437971,-0.01035320910730256,255.4952797150854,-0.023774607797587225,0.8365632066730947,366.7887181058953,-1.5312138106241885e-05,9.72848106713676e-07,1.0
Harbour3,DSC_2117.NEF,0.857170040175842,0.09914528916245,34.097821527293796,-0.032353778790668974,0.9438157402762125,287.94141015346247,-1.9201000990350754e-05,3.271246073417328e-05,1.0
Harbour3,DSC_2118.NEF,0.9046283616953408,0.18553907414273355,-129.9043192022676,-0.03892235745870261,1.055266444006122,201.66817093026947,-2.1643332416393693e-05,6.406920108190948e-05,0.9999999999999999
Harbour3,DSC_2119.NEF,0.928350591882813,0.11657200558536485,-68.3261245201295,-0.004795200693238075,1.0128663779239233,174.52115354994072,-8.215737972648243e-06,4.2378517247567016e-05,1.0
Harbour3,DSC_2120.NEF,0.9298739181885786,0.22066301670557145,-214.2446292158939,-0.0370467385457229,1.0927016159661387,166.24639383267962,-2.0736119589745336e-05,7.38168846587777e-05,1.0
Harbour3,DSC_2121.NEF,0.8136247084919463,-0.011247575417083608,242.8482137770845,-0.021629387245384095,0.8286606212695553,375.41864616416825,-1.4140474210786018e-05,-1.177350019849986e-06,1.0
Harbour3,DSC_2122.NEF,0.8813549054704148,0.1328533685664382,56.86843358218323,-0.05143953650349661,1.087936315763412,164.63721314210568,-2.825021736077861e-05,7.288246713102226e-05,1.0
Harbour3,DSC_2123.NEF,0.8380847706601898,-0.004177481637440723,205.50401148981845,-0.01239498742547066,0.8567791294076627,331.21889218320376,-1.0959412883157132e-05,3.6009470793941455e-06,1.0
Harbour3,DSC_2124.NEF,0.8214836212142731,-0.008182943920508121,237.22720866683468,-0.0204969708057591,0.8465450950515102,356.7424716139027,-1.3664931758029661e-05,2.896016426398732e-06,1.0
Harbour3,DSC_2125.NEF,0.6623724576942853,-0.1492327483001325,623.383090022658,-0.04560285809273083,0.6215548388389758,603.5712859257231,-2.592642133229406e-05,-4.587258697431083e-05,1.0
Harbour3,DSC_2126.NEF,0.8001610335054342,-0.019106982200539576,271.0692937184836,-0.024799782709824792,0.8157837170303045,391.32111807216756,-1.5754856751260064e-05,-3.4048162979766147e-06,1.0
Harbour3,DSC_2127.NEF,0.6504585064959598,-0.14062194096552494,639.7969669556238,-0.05159567353071377,0.6275537576351278,607.1449929369406,-2.829122242791598e-05,-4.296025879465259e-05,1.0
Harbour3,DSC_2128.NEF,0.7687057670377879,-0.04650405518032078,356.14107783223693,-0.029834315925774645,0.7788502157798992,433.7271151574827,-1.8384610021721104e-05,-1.0846046343687715e-05,1.0
Harbour3,DSC_2129.NEF,0.6825365607966994,-0.17179088696876427,613.8408660282017,-0.03140266741529236,0.6118269137936664,582.6728108106873,-2.1184486902031293e-05,-5.183364084963819e-05,1.0
Harbour3,DSC_2130.NEF,0.9446410967447161,0.1459577019842537,-145.00944725996075,-0.0077156428568142905,1.034685089583269,162.60830574814776,-9.007114857240855e-06,4.909785093141338e-05,1.0
Harbour3,DSC_2131.NEF,0.8363842951774193,0.029006015160667094,169.7459774133473,-0.02387157725656322,0.8819622773361961,336.6018366944904,-1.4683919862186489e-05,1.3969127382142721e-05,1.0
Harbour3,DSC_2132.NEF,0.8316943563743011,-0.0037479503476314123,203.99564627921322,-0.01610583613726803,0.8418338393053025,356.6659374343203,-1.2130609903054761e-05,1.6792378648279246e-06,1.0
Harbour3,DSC_2133.NEF,0.7801733557298349,0.053733791123231796,167.6924323063405,-0.04325930337626575,0.8313622155249724,410.96207103720155,-2.4314598805056522e-05,7.94918095205902e-06,1.0
Harbour3,DSC_2134.NEF,0.922859641001813,-0.07424907447532686,123.13164938771341,0.05819612443336804,0.7581867920087673,346.14334707326486,2.1302593055409937e-05,-3.8139485792700414e-05,1.0
Harbour3,DSC_2135.NEF,0.933601688897704,0.1900178153302954,-98.14915681527525,-0.05524584275125271,1.1933377759212824,48.74239636885032,-2.902521383643079e-05,9.54217171065981e-05,1.0
Harbour3,DSC_2136.NEF,0.577561610679812,-0.4152079910820094,1188.0112266634428,-0.04333561769775435,0.31670990382846886,1045.771735975419,-2.0738577629895836e-05,-9.92188475394091e-05,1.0
Harbour3,DSC_2137.NEF,0.9760401037031048,0.0880491528614162,-8.547850907843364,0.04078618371823077,1.053758047251206,53.769218505333406,9.635984719424788e-06,3.9993658266235494e-05,1.0
Harbour3,DSC_2138.NEF,0.6996327238542641,-0.12451880584255197,535.4589051606426,-0.03701146893988676,0.6612035957477924,552.5730886630022,-2.1727583605986495e-05,-3.910846206922076e-05,1.0
Harbour3,DSC_2139.NEF,1.0577990242312412,0.3648643475864236,-578.3022267992754,-0.020775430894663285,1.2878720753196633,-41.77096520735611,-1.4855826770530843e-05,0.00012063993269585932,1.0
Harbour3,DSC_2140.NEF,0.16599267111673696,-0.7713052168493941,2126.0246773046865,-0.090745752508413,-0.28148288493329077,1635.7424930072325,-4.221002248078404e-05,-0.00024560149111905907,1.0
Harbour3,DSC_2141.NEF,0.9258995524481713,0.051457084038191304,13.759559995693595,0.017611490298163727,0.9534071352271174,182.96435663750336,-1.4804434444334036e-06,2.254819415374022e-05,0.9999999999999999
Harbour3,DSC_2142.NEF,0.14140498957092412,-0.029436983655556862,1342.8038033842465,-0.27515847691288575,0.4886979464740026,1114.5158193570273,-0.0001255351161840719,-5.922809985521218e-06,1.0
Harbour3,DSC_2143.NEF,0.9801721155395416,-0.09957621503445357,501.38539175413206,-0.02695506262191222,1.0936419211732922,256.56362430755524,-1.4595846651789833e-05,8.937002839603058e-05,1.0
Harbour3,DSC_2144.NEF,0.8502239333737815,0.04106774571400147,88.69425937950477,-0.02411058446030032,0.885852769324819,320.9117654438481,-1.795527261103081e-05,1.7427430094917672e-05,1.0
Harbour3,DSC_2145.NEF,0.8621946304873935,0.18785413087980082,-60.624287610373216,-0.05332946797620077,1.042613796618866,231.66069188909907,-2.961730522218346e-05,6.666228687093797e-05,1.0
Harbour3,DSC_2146.NEF,0.8116245581136681,0.027904893330627144,190.7347144148761,-0.033829459963509695,0.852994097349633,381.46533609793767,-1.921485086827969e-05,1.0357602979147565e-05,1.0
Harbour3,DSC_2147.NEF,0.8263029879939501,0.00425492604548575,213.64794849095117,-0.019924522897157935,0.8534264232439897,350.59851704059105,-1.3742190145651338e-05,5.339453001802113e-06,1.0
Harbour3,DSC_2148.NEF,1.1296149583178152,0.3690750913323355,-666.9841110717268,0.009282257103614366,1.353126584482825,-162.1471674086657,-2.509800846931911e-06,0.00012669076198371004,1.0
Harbour3,DSC_2149.NEF,1.1782107217793556,0.027552961652577205,210.22861075578683,-0.007094984923706299,1.4952517545153774,-224.02019648070876,-8.504165085351671e-06,0.00017521462567346826,1.0
Harbour3,DSC_2150.NEF,1.0846457167134207,-0.010095296194017743,282.00958255886997,-0.014970579856213227,1.292677309003841,15.678524372861096,-1.0344054839699013e-05,0.00013081253770412296,1.0
Harbour3,DSC_2151.NEF,0.8115788655999984,0.15001337187344774,56.40351259808554,-0.06704961265553082,0.9860651644181153,301.88911191161225,-3.451980894848837e-05,5.439516932928317e-05,1.0
Harbour3,DSC_2152.NEF,0.8020869686833795,-0.012801600970716108,261.5436670897342,-0.027897391507296136,0.8260332427633367,388.9843754644547,-1.6130038785311388e-05,-6.246346549675978e-07,1.0
Harbour3,DSC_2153.NEF,1.0525666332116914,-0.04921803952117631,373.6223104344408,-0.017611648165615373,1.2426911713267883,59.89317906405533,-1.1743371066567053e-05,0.00011859028701871283,1.0
Harbour3,DSC_2154.NEF,0.8066844487480078,0.08132921281380064,147.38174774253125,-0.048061137942480264,0.9161390404598725,335.98141829515066,-2.674135705012693e-05,3.144440819426451e-05,1.0
Harbour3,DSC_2155.NEF,0.7320564748142153,-0.0603215807548672,407.6948292888614,-0.04315142452533324,0.7364020247397565,496.1148516866377,-2.330414933553343e-05,-1.839392486884708e-05,1.0
Harbour3,DSC_2156.NEF,0.9052991653469902,0.18863450664319031,-147.42413439651756,-0.0389322327540952,1.0519722082713765,205.08347152608476,-2.1405273067795432e-05,6.321046685105998e-05,1.0
Harbour3,DSC_2157.NEF,0.7016986034526014,-0.12329588621984987,531.2652453530231,-0.03739053535072667,0.6683596716073419,539.2470419687361,-2.212066914893393e-05,-3.7513027868134976e-05,1.0
Harbour3,DSC_2158.NEF,1.017909408239883,-0.08986270798598135,449.9123541303678,-0.0025083245526986613,1.1197766465958574,185.60924173399377,-5.151818810383721e-06,8.892180409410925e-05,1.0
Harbour3,DSC_2159.NEF,1.0258822874152727,-0.0862567975590629,463.197578498392,-0.017010614013894847,1.1597724446599074,183.10000918267033,-1.0531793090302002e-05,0.00010337421191453298,1.0
Harbour4,DSC_2168.NEF,-0.9990176193469942,0.0007015846281445199,4286.7297827670145,-0.0024798396326357703,-1.0007689204957793,2821.990819935336,1.1907263232134736e-07,-7.0219987732989e-07,1.0
Harbour4,DSC_2169.NEF,-0.9984160545463657,0.0010196088083511566,4288.832157364808,-0.001536876487785673,-1.0020199900364317,2824.601891042486,9.710636929781788e-07,-3.959789463342076e-07,1.0
Harbour4,DSC_2170.NEF,-0.9995143525834225,0.0015480704386681059,4286.510582285422,-0.0023236399245017514,-1.0004382814830128,2823.29101590025,1.6855142935968985e-07,-3.8814830749812064e-07,1.0
Harbour4,DSC_2171.NEF,-0.9987996067719136,0.0017512586179724231,4285.446750646402,-0.002095008782750849,-1.0010770154844424,2827.152125338677,4.684235583247212e-07,-3.8184719605242386e-07,1.0
Harbour4,DSC_2172.NEF,-1.0000307431629891,0.002003001278413595,4287.501390853823,-0.0025359983319843387,-1.0007773835088285,2827.5963762964857,4.0287591625813533e-07,-4.0277675445629293e-07,1.0
Harbour4,DSC_2173.NEF,-0.9995796914164405,0.0020512592929492514,4284.643191748791,-0.0023038949143607337,-1.0003155035010773,2827.2539707638107,1.367937154470528e-07,-2.4821218165177406e-07,0.9999999999999999
Harbour4,DSC_2174.NEF,-0.9993141733779236,0.001482850619891688,4284.425970677682,-0.0024963151049432397,-1.000662354346004,2826.897189537402,2.1823430849118596e-07,-4.414788571251938e-07,1.0
Harbour4,DSC_2175.NEF,-0.997804732951076,-0.0016138162758272793,4285.529753903274,0.000380366754066412,-1.0055425889519578,2827.0472106801385,1.2199064807245678e-06,-2.0837331599312663e-06,1.0
Harbour4,DSC_2176.NEF,-0.9993133244645862,0.00155691456809052,4282.491095862275,-0.0025234092557904464,-0.9999066534587456,2826.6287568302287,-1.7551817995170212e-07,-5.181657364440159e-07,1.0
Harbour4,DSC_2177.NEF,-0.998684035451947,0.0009972598893112918,4282.384742584586,-0.0022760039924800755,-1.0005317952686952,2830.0890693146757,1.2079146966525993e-07,-6.708129092981574e-07,1.0
Harbour4,DSC_2178.NEF,-0.9987565101065439,0.0015403876423518885,4282.075744568463,-0.0024180914232494913,-1.0007343047611015,2830.4460628335687,1.3714279603297478e-07,-6.305990999125402e-07,1.0
Harbour4,DSC_2179.NEF,-0.9994002545676792,0.0018457658916563758,4283.804516710987,-0.002589319643333799,-1.0004402338430127,2829.386787140885,1.565245349318683e-07,-4.001450055283352e-07,1.0
Harbour4,DSC_2180.NEF,-0.9989686094775334,0.0017549260131261304,4284.428524926858,-0.001827130729902749,-1.0008891961656619,2829.4027208040047,4.3345686761078263e-07,-2.7390271750523037e-07,0.9999999999999999
Harbour4,DSC_2181.NEF,-0.9994413434973263,0.001880880659123305,4283.125867455302,-0.002841836702321297,-1.0004617309096975,2830.5315178148057,9.403034153737899e-08,-4.265698876426918e-07,1.0
Harbour4,DSC_2182.NEF,-0.9997004576505355,0.0015161389542140227,4283.856287735779,-0.0027788283262614425,-1.0003777254490587,2831.1208153212206,-5.375857380926593e-09,-3.762733440359947e-07,1.0
Harbour4,DSC_2183.NEF,-0.9993107742702705,0.0016841767743389993,4284.611971588247,-0.002020235416807088,-1.00066456851634,2829.0282407758227,2.5047748966474606e-07,-3.7547513127554637e-07,1.0
Harbour4,DSC_2184.NEF,-0.9994957659291723,0.001866340802646105,4283.768561638859,-0.0025316719144125315,-1.000360444937878,2830.2396823173294,1.1146232651897084e-07,-3.56727982499888e-07,1.0
Harbour4,DSC_2185.NEF,-0.9955181644779271,-0.003200868950926564,4276.616451647228,-0.0023181551247090228,-1.0040540370527407,2831.6673859010366,4.253536787188128e-07,-2.723702097520548e-06,1.0
Harbour4,DSC_2186.NEF,-0.9992023494134348,0.0013305809588904987,4283.668290689228,-0.002437214781422741,-1.0005420321018959,2831.1165718410316,1.0453148403800477e-07,-4.405478181852748e-07,1.0
Harbour4,DSC_2187.NEF,-1.0007093010452601,0.003355323250702563,4286.70382631054,-0.0025284234054456416,-0.9993580430958395,2831.064734987645,4.67573149434275e-08,4.644649064714527e-07,1.0
Harbour4,DSC_2188.NEF,-0.999194669937549,0.0006619607792736218,4284.554209292583,-0.002297449650138567,-1.0003366840738723,2828.6155441628202,1.6775489268131607e-07,-6.44762156260361e-07,1.0
Harbour4,DSC_2189.NEF,-0.9994603974252912,0.0016988468085305057,4285.046178483943,-0.0023342779679289094,-1.0002534423652474,2825.06311367468,9.813706854959652e-08,-3.468263709909429e-07,1.0
Harbour4,DSC_2190.NEF,-0.9998549973964813,0.002657081508133275,4283.3882488345325,-0.0022239711291188713,-0.9994992973173485,2825.7293985371134,-1.7639196659630923e-07,-1.9463985945731888e-07,1.0
Harbour4,DSC_2191.NEF,-0.9996561580216108,0.0023778801591885887,4283.916901606997,-0.0021573685291028355,-1.0003878210484982,2829.4051803434195,1.5295977842072497e-07,-1.317107195850815e-07,1.0
Harbour4,DSC_2192.NEF,-0.9987780648008017,-0.0013600841745120297,4287.992303801284,0.0005716911639799878,-1.0053853616384978,2835.561112364018,1.320764702479106e-06,-1.6453247772094951e-06,1.0
Harbour4,DSC_2193.NEF,-0.9999422022627799,0.0007360655385427522,4289.6794139283065,-0.0015927903748176344,-0.9996583887139585,2822.7976671038214,-9.004725913470878e-08,-1.7984529441842023e-07,1.0
Harbour4,DSC_2194.NEF,-0.9999761802301851,0.002657757226017139,4286.2091473928995,-0.002578532984963471,-1.000553637694374,2834.157173341754,1.212126809319378e-07,-7.530338618751964e-08,1.0
Harbour4,DSC_2195.NEF,-1.0001440904944958,0.0034196449229442877,4292.103041695446,7.071236735673804e-05,-0.9995963855244877,2834.0708141602754,7.52547278704093e-07,5.127073932193435e-07,1.0
Harbour4,DSC_2197.NEF,-1.0018537806186054,0.0026361581042771277,4306.33207317713,-0.0024477796999413646,-1.0037398501950896,2800.0800076931246,1.4905798346970182e-06,-1.1383564376539383e-06,1.0
Harbour4,DSC_2198.NEF,-0.9984596504342544,0.00010030652142893762,4292.191947393463,-0.004608646812825896,-1.0014252824889063,2795.9215572614244,2.0375203505288168e-08,-2.0588283719238387e-06,0.9999999999999999
Harbour4,DSC_2199.NEF,-0.998575815007726,0.0018017157858844107,4293.833068663583,-0.0035350168778326345,-1.000846589982648,2796.628925946919,3.61643822047706e-07,-1.0201698432919475e-06,1.0
Harbour4,DSC_2200.NEF,-0.998540696260449,0.0016525962152667824,4293.673734967793,-0.004038458905937546,-1.0013544103141716,2799.0105884233944,3.930651030550198e-07,-1.2203859169522378e-06,0.9999999999999999
Harbour4,DSC_2201.NEF,-0.9990648929329877,0.0028027489942136306,4293.954349217708,-0.004165675974168715,-1.0004625477480964,2799.3629986950973,2.1518396364881189e-07,-6.080940299498541e-07,0.9999999999999999
Harbour4,DSC_2202.NEF,-0.9992027860136956,0.002069846713566765,4296.83742651156,-0.0036630217306216606,-1.0015214021133807,2801.7758942987775,7.065774400103794e-07,-7.670449877101626e-07,1.0
Harbour4,DSC_2203.NEF,-0.9998558226470982,0.0030188656904261177,4296.411172394372,-0.003733310817691714,-1.000768568887411,2800.068251254924,3.1364270724680636e-07,-6.042929743565522e-07,1.0
Harbour4,DSC_2204.NEF,-0.9992381951835716,0.0021459909719207114,4296.7952201700755,-0.0029109947661673722,-1.002733493616705,2802.5315742129874,8.24766933591579e-07,-1.2480201380565786e-06,1.0
Harbour4,DSC_2205.NEF,-1.0010820832609788,0.0028643171165365438,4304.384762220724,-0.001506761757765417,-1.0037930002925533,2803.0849000901508,1.5181469680022296e-06,-8.813680425502681e-07,1.0
Harbour4,DSC_2206.NEF,-0.9984142542310708,0.0024140430859979135,4292.998771851445,-0.004057616818517906,-1.001241642021542,2802.3507470840214,4.340081078915349e-07,-1.0008574608662528e-06,1.0
Harbour4,DSC_2207.NEF,-0.9985816112693715,0.001957920651497981,4294.912331054683,-0.003960930663824929,-1.0012491724420154,2801.5407233160313,5.230516057357211e-07,-1.0389648370298807e-06,1.0
Harbour4,DSC_2208.NEF,-0.9971491392853001,-0.0012198004914539121,4295.354818759513,-0.0010778928757721711,-1.0064299246363977,2805.3836236485067,1.5328564888823348e-06,-2.6580858674797888e-06,1.0
Harbour4,DSC_2209.NEF,-0.9983639617907989,0.002037195639810019,4292.7766037215715,-0.0040710095298633646,-1.001273290475769,2804.594056212322,4.2649198603329613e-07,-1.0980372655350297e-06,1.0
Harbour4,DSC_2210.NEF,-0.9991100300105593,0.002716241351324314,4294.341443172511,-0.003965935710094815,-1.00085871101054,2802.5226490139835,4.2025073139936023e-07,-7.783855421748925e-07,1.0
Harbour4,DSC_2211.NEF,-0.9985298522826055,0.002132872140917616,4293.549189099312,-0.004060965194885513,-1.001314510316903,2802.104847826219,5.506672141236521e-07,-1.0070948977839738e-06,1.0
Harbour4,DSC_2212.NEF,-0.9971243666850294,0.0013754997252458428,4288.677396412885,-0.0031237902725618576,-1.0015798079793183,2799.3551321216073,2.2535638944988408e-07,-1.312265147315899e-06,1.0
Harbour4,DSC_2213.NEF,-0.9942907306841043,0.0037902082138917253,4264.785217225226,-0.010206588837771065,-0.9904677546392882,2790.831120794275,-3.5727549811091156e-06,1.9173310252544451e-07,1.0
Harbour4,DSC_2214.NEF,-0.9976496849279204,0.0015606043958806596,4292.55644925428,-0.0039905302226495125,-1.0020865969324015,2805.100683415396,7.934848362806375e-07,-1.2103076388928723e-06,1.0
Harbour4,DSC_2215.NEF,-0.9991721030211484,0.0032751406160920656,4293.088303862387,-0.003996980967668375,-1.000856019607799,2802.5259086031538,3.25195558223571e-07,-7.280075524876251e-07,1.0
Harbour4,DSC_2216.NEF,-0.9982307547769451,0.0020207504308393425,4291.958616263641,-0.00419390720100288,-1.0011131855184507,2799.7599554775948,3.935018100354274e-07,-1.168327607930327e-06,1.0
Harbour4,DSC_2217.NEF,-0.9988319362618925,0.0031386856479150385,4292.51772674092,-0.004483973875466892,-1.0008504495679427,2803.1211326850434,3.0600508272165854e-07,-7.283072817045672e-07,1.0
Harbour4,DSC_2218.NEF,-0.9988319809479866,0.0022810666099903846,4293.029162796623,-0.004706301345116729,-1.0009696535123633,2802.6534669119574,2.1428647428555004e-07,-1.0755972676763826e-06,1.0
Harbour4,DSC_2219.NEF,-0.9990374345576112,0.003258842979175449,4292.752992248285,-0.005425042560661624,-0.9992641573530454,2799.5310151593376,-1.979375855031565e-08,-4.787913085128527e-07,1.0
Harbour4,DSC_2220.NEF,-0.9985273474841716,0.002842498615393789,4293.710239951106,-0.004481372749118103,-1.0015080173415272,2804.8967419659025,6.205130569997816e-07,-8.189324301381142e-07,1.0
Harbour4,DSC_2221.NEF,-0.9985863496507145,0.0028172000964485715,4294.074892245421,-0.003917214066490205,-1.0013202088019053,2800.704426517834,5.483794157382415e-07,-7.834163846784163e-07,1.0
Harbour4,DSC_2222.NEF,-0.9981577861169586,0.001956354350896961,4293.135317128448,-0.004472883052560876,-1.001483496537577,2804.465262062423,5.554159739030012e-07,-1.198031168188216e-06,0.9999999999999999
Harbour4,DSC_2223.NEF,-0.998349285723243,0.0021949050718758035,4293.430398950134,-0.004661929953476237,-1.0011016916613045,2801.288249981303,3.709600943518091e-07,-1.079774375196152e-06,1.0
Harbour4,DSC_2224.NEF,-0.9991581949472036,0.0026156397919586045,4296.541063434629,-0.003938302085359813,-1.001194331541357,2800.5816864213384,5.075494259086755e-07,-8.581594162339894e-07,1.0
Harbour4,DSC_2225.NEF,-0.9989704708036402,0.0024627471903148628,4295.021026790336,-0.0036225198945080703,-1.00146655790783,2801.879676893569,5.321485806118839e-07,-1.0986058680078283e-06,0.9999999999999999
Harbour4,DSC_2226.NEF,-0.9988884869633492,0.0026002142061906128,4294.046531592477,-0.004138434326631614,-1.0009458103243316,2801.668297430037,3.8462013421214466e-07,-8.321792486708099e-07,1.0
Harbour4,DSC_2227.NEF,-0.9988286505951323,0.002488502319466688,4294.253754603345,-0.003973522533494097,-1.0010582149571956,2802.6303745706755,4.572392561654179e-07,-8.735108541324887e-07,1.0
Harbour4,DSC_2228.NEF,-0.9987567329782734,0.0008820522992982694,4293.951974226406,-0.004423372895186388,-1.002243317986303,2803.686757352796,4.3083538678364736e-07,-1.8444129095944035e-06,1.0
Harbour4,DSC_2229.NEF,-0.997810353519414,-5.865396908778333e-05,4295.682860020104,-0.001600683918208528,-1.0056645573418919,2805.409820708509,1.392406560128822e-06,-2.330192468123413e-06,1.0
Harbour4,DSC_2230.NEF,-0.9993521777891017,0.0031337553733514086,4294.332163150729,-0.00415504778820659,-0.9996317277687194,2800.9480885688467,3.3887725019218066e-08,-3.322765731364305e-07,0.9999999999999999
Harbour4,DSC_2231.NEF,-0.9991833809446459,0.00862799411664249,4276.259214359028,-0.009739062467412447,-0.9854747368780121,2787.6697944646144,-4.108422624593715e-06,3.1872351264924877e-06,1.0
Harbour4,DSC_2232.NEF,-1.0008865660409767,0.002953129460168295,4298.668696044932,-0.002369873957714804,-0.9994094856856409,2795.576673991781,-1.454950229590204e-07,-2.0079135083039554e-07,1.0
Harbour4,DSC_2233.NEF,-0.9995095698161776,0.002702946155434875,4295.412001876966,-0.0037039973928225675,-1.0007056016224667,2812.179805215355,3.3281993697715464e-07,-5.517740210430498e-07,1.0
Harbour4,DSC_2234.NEF,-0.9986050971968592,0.0018948446553998122,4294.677302101077,-0.0032155924938774695,-1.001250307596058,2809.724012402834,4.6291158428689205e-07,-8.601461945388038e-07,1.0
Harbour4,DSC_2235.NEF,-0.9989903635359989,0.0022084479835785993,4295.2021212741665,-0.003396017591313593,-1.0009082600707215,2808.400393937701,3.7590141931796906e-07,-7.563096986584709e-07,1.0
Harbour4,DSC_2236.NEF,-0.9987204456898661,0.0015155837558344033,4295.342768733386,-0.0033340868288578014,-1.00119945279777,2808.238432777987,5.055362367026534e-07,-8.846970747355996e-07,1.0
Harbour4,DSC_2237.NEF,-1.0005252546214884,0.0012100893975460758,4304.055430928537,-0.002129152338672718,-1.0042589049860975,2812.5294404574142,1.494013584720218e-06,-1.4248481905973994e-06,1.0
Harbour4,DSC_2238.NEF,-0.999626605945545,0.002884952291271579,4295.535000282302,-0.0035300651735787523,-1.00016061110513,2807.030208150627,1.0652759164662496e-07,-4.0435795866747245e-07,1.0
Harbour4,DSC_2239.NEF,-0.999388021535651,0.002229919799989789,4295.035762484564,-0.003696989438483717,-1.0000303059704398,2804.8637859756814,1.375097508434159e-07,-5.792570618382791e-07,1.0
Harbour4,DSC_2240.NEF,-0.9991283280054521,0.0018447990474086266,4295.119018288669,-0.0033228254857629513,-1.0005049644194792,2805.3389227807133,2.075054317827491e-07,-8.20354503972707e-07,0.9999999999999999
Harbour4,DSC_2241.NEF,-0.9988037550158003,0.001431662530240369,4295.764312018827,-0.0031381923970334995,-1.0010976624587629,2807.0803401079365,4.476554675814961e-07,-8.87541658381137e-07,1.0
Harbour4,DSC_2242.NEF,-0.9990024438558767,0.0015373875416076733,4295.731821369806,-0.002993111122827497,-1.0009656309574406,2805.9461848416695,3.3408548727966e-07,-7.92747890684663e-07,1.0
Harbour4,DSC_2243.NEF,-0.9992578545141428,0.0022441094719806943,4295.887147160346,-0.0035344448933998392,-1.001315857580624,2809.3174541327226,3.879182739102978e-07,-6.946314922477473e-07,1.0
Harbour4,DSC_2244.NEF,-1.0022490705545428,-0.0033620351060414076,4323.318895966427,0.002833509683552402,-1.0156130098781742,2820.2385635908395,4.863363741800485e-06,-4.158199596034321e-06,1.0
Harbour4,DSC_2245.NEF,-0.9989788034153612,0.0026868672140277178,4296.43894875313,-0.0031873810563590502,-1.0012697046380374,2808.082598087189,5.819655570037268e-07,-6.547481606666586e-07,0.9999999999999999
Harbour4,DSC_2246.NEF,-0.9988823043443427,0.001997537194920056,4295.890806906467,-0.003381432135444783,-1.0010589832311683,2807.905282557282,4.5329779656280836e-07,-8.134517663698717e-07,1.0
Harbour4,DSC_2247.NEF,-0.9993847780630181,0.0022944194738001673,4296.208564577155,-0.0032549747358723694,-1.0007061412198144,2804.2823909252925,3.260943976124204e-07,-6.496008912525389e-07,1.0
Harbour4,DSC_2248.NEF,-0.9982902285641173,0.0012367472986582755,4295.271253350045,-0.0029882340083920967,-1.0014405041445094,2806.730922588909,5.548115736195909e-07,-9.969875795067683e-07,1.0
Harbour4,DSC_2249.NEF,-0.9987897378596534,0.001765951404759175,4296.016184306659,-0.0030907239349626256,-1.0011578613385936,2806.4154270094577,4.50383646750002e-07,-8.017847179507449e-07,1.0
Harbour4,DSC_2250.NEF,-0.9984665837788329,0.001350017023055181,4295.083640895115,-0.0030438048772292972,-1.001005045892514,2804.5578600258145,4.174831829964442e-07,-9.857875205785068e-07,1.0
